TermID	Name	Value	LogSize	Frequency	Uniqueness	Dispensability	PC_0	PC_1	PC3_0	PC3_1	PC3_2	Representative	Eliminated
"GO:2000134"	"negative regulation of G1/S transition of mitotic cell cycle"	-2.92942652593423	3.58399179919832	0.0132827936194252	0.715543764703906	0.95317122	null	null	null	null	null	1901987	True
"GO:0033047"	"regulation of mitotic sister chromatid segregation"	-8.66958622665081	4.04559677186758	0.0384563884091074	0.68939148456434	0.95376558	null	null	null	null	null	1901987	True
"GO:0031570"	"DNA integrity checkpoint signaling"	-1.78800560635891	4.35900022737469	0.079139272203327	0.662061975165126	0.9560274	null	null	null	null	null	1901987	True
"GO:1902807"	"negative regulation of cell cycle G1/S phase transition"	-2.72063150783821	3.61804809671209	0.0143666086358173	0.717303260427019	0.95751825	null	null	null	null	null	1901987	True
"GO:0051784"	"negative regulation of nuclear division"	-5.95860731484177	4.06714527888539	0.0404127957070676	0.700346641801471	0.95756422	null	null	null	null	null	1901987	True
"GO:0031571"	"mitotic G1 DNA damage checkpoint signaling"	-1.86079118819228	3.32633586092875	0.00733739303429665	0.618764871708095	0.9591843	null	null	null	null	null	1901987	True
"GO:0044819"	"mitotic G1/S transition checkpoint signaling"	-1.64623134661436	3.33243845991561	0.00744127306781666	0.62128718958409	0.95991587	null	null	null	null	null	1901987	True
"GO:1901991"	"negative regulation of mitotic cell cycle phase transition"	-6.00788851221305	4.32647923638096	0.0734293330275105	0.690611555411648	0.96316078	null	null	null	null	null	1901987	True
"GO:0006469"	"negative regulation of protein kinase activity"	-1.33514803461517	4.16832066551887	0.0510154844616765	0.747995573654907	0.9675296	null	null	null	null	null	1901987	True
"GO:1901988"	"negative regulation of cell cycle phase transition"	-5.32330639037513	4.56664957881787	0.127658173192739	0.684261023405806	0.96975542	null	null	null	null	null	1901987	True
"GO:0033673"	"negative regulation of kinase activity"	-1.30926308163121	4.18906900939932	0.0535120679339407	0.7477776722554	0.97954912	null	null	null	null	null	1901987	True
"GO:1902099"	"regulation of metaphase/anaphase transition of cell cycle"	-8.51004152057516	4.24288912218935	0.0605724475455174	0.676362160381959	0.98302896	null	null	null	null	null	1901987	True
"GO:1905818"	"regulation of chromosome separation"	-9.32148162095989	4.26002366069431	0.0630101656654536	0.749127048385944	0.98565537	null	null	null	null	null	1901987	True
"GO:0033045"	"regulation of sister chromatid segregation"	-7.58004425151024	4.26370706460743	0.0635468791719736	0.680678906876913	0.98813255	null	null	null	null	null	1901987	True
"GO:0030071"	"regulation of mitotic metaphase/anaphase transition"	-8.72584215073632	4.2387233753954	0.0599941820255893	0.673561410085802	0.9941367	null	null	null	null	null	1901987	True
"GO:0045841"	"negative regulation of mitotic metaphase/anaphase transition"	-7.83863199776502	3.95961371107104	0.0315483661800268	0.637466810546272	0.99764299	null	null	null	null	null	1901987	True
"GO:0007094"	"mitotic spindle assembly checkpoint signaling"	-7.08039897621589	3.95065688250451	0.0309043099722027	0.533000160121911	0.99802624	null	null	null	null	null	1901987	True
"GO:0071173"	"spindle assembly checkpoint signaling"	-7.08039897621589	3.95065688250451	0.0309043099722027	0.678508673934903	0.99814196	null	null	null	null	null	1901987	True
"GO:0071174"	"mitotic spindle checkpoint signaling"	-7.08039897621589	3.95717613040485	0.0313717701230428	0.594789650798223	0.99814196	null	null	null	null	null	1901987	True
"GO:1905819"	"negative regulation of chromosome separation"	-8.26600071346161	3.96590691549519	0.0320089009952988	0.700993693973271	0.99854071	null	null	null	null	null	1901987	True
"GO:2000816"	"negative regulation of mitotic sister chromatid separation"	-8.41005039867429	3.96094619573383	0.0316453208779788	0.643218909549697	0.99949325	null	null	null	null	null	1901987	True
"GO:0033048"	"negative regulation of mitotic sister chromatid segregation"	-7.99567862621736	3.96094619573383	0.0316453208779788	0.643276757474443	0.99968355	null	null	null	null	null	1901987	True
"GO:0007159"	"leukocyte cell-cell adhesion"	-2.17527613715212	3.27966694404846	0.00658945679295259	0.990128684633523	0.00754292	1.59666539295478	-7.7290436471262	-6.78315831048595	0.328435765826963	1.40352349004227	null	False
"GO:0070661"	"leukocyte proliferation"	-2.26759216604687	3.70867579272654	0.0177011577118096	0.982792487887881	0.0080725	2.89446473530849	7.3346403422776	0.551853121829648	-2.62484845201047	7.37195986176764	null	False
"GO:0061351"	"neural precursor cell proliferation"	-1.93346979924891	3.66791968531736	0.0161152558667374	0.982871881041833	0.77594742	null	null	null	null	null	70661	True
"GO:0034502"	"protein localization to chromosome"	-8.24184537803261	3.95182303531591	0.0309874139990187	0.943917845252941	0.00840697	-1.76839470526592	0.29073348674438	-5.36785135956955	0.806102111444349	-2.6088681483029	null	False
"GO:0042110"	"T cell activation"	-3.38518290393113	4.07907265885318	0.0415381627368677	0.918965770551442	0.0085933	3.51637913000424	6.52468427385897	-0.966577466383859	5.72939543331712	-3.13903548685388	null	False
"GO:0030168"	"platelet activation"	-1.495769799239	3.76019622945513	0.0199311157647058	0.735758580152131	0.83246703	null	null	null	null	null	42110	True
"GO:0002286"	"T cell activation involved in immune response"	-1.3138220190935	3.42975228000241	0.00931111367117683	0.896246537295896	0.85931755	null	null	null	null	null	42110	True
"GO:0046632"	"alpha-beta T cell differentiation"	-2.26747291615277	3.49080095201086	0.0107169567914809	0.830561108843125	0.86645603	null	null	null	null	null	42110	True
"GO:0043374"	"CD8-positive, alpha-beta T cell differentiation"	-1.54934387748541	2.57634135020579	0.00130196308678412	0.846926796108628	0.87269799	null	null	null	null	null	42110	True
"GO:0046631"	"alpha-beta T cell activation"	-1.7506853651243	3.59615708091617	0.0136602244078812	0.921433760830202	0.87905767	null	null	null	null	null	42110	True
"GO:0036037"	"CD8-positive, alpha-beta T cell activation"	-2.25514381665876	2.6730209071289	0.00162745385848014	0.926258396536529	0.8823542	null	null	null	null	null	42110	True
"GO:0046651"	"lymphocyte proliferation"	-2.33110618131752	3.65195606953307	0.0155335276790254	0.913915107188581	0.88588107	null	null	null	null	null	42110	True
"GO:0030098"	"lymphocyte differentiation"	-1.98134725971297	4.06516875170575	0.0402292743145156	0.82279989914118	0.9399034	null	null	null	null	null	42110	True
"GO:0002287"	"alpha-beta T cell activation involved in immune response"	-1.7151144089399	3.24797326636181	0.00612545930989654	0.895739192632832	0.94442466	null	null	null	null	null	42110	True
"GO:0043367"	"CD4-positive, alpha-beta T cell differentiation"	-2.21262171622729	3.34281731463573	0.00762133179258468	0.833067030681889	0.95550523	null	null	null	null	null	42110	True
"GO:0030217"	"T cell differentiation"	-1.67987916969431	3.89757211382573	0.0273481501580344	0.825201386314839	0.95906512	null	null	null	null	null	42110	True
"GO:0002292"	"T cell differentiation involved in immune response"	-1.47200276664327	3.27300127206374	0.00648903942721658	0.813367585570259	0.95959437	null	null	null	null	null	42110	True
"GO:0035710"	"CD4-positive, alpha-beta T cell activation"	-1.67867637826921	3.42471833733157	0.00920377096987282	0.919809581472726	0.9652841	null	null	null	null	null	42110	True
"GO:0042093"	"T-helper cell differentiation"	-1.8224558242355	3.23248786635299	0.00591077390728852	0.812341809986702	0.96705145	null	null	null	null	null	42110	True
"GO:0042098"	"T cell proliferation"	-1.88194817338128	3.44310645673727	0.00960197776503285	0.913884254409994	0.97313103	null	null	null	null	null	42110	True
"GO:0032943"	"mononuclear cell proliferation"	-2.31742860339148	3.6520528482481	0.0155369903468094	0.981383153166922	0.984943	null	null	null	null	null	42110	True
"GO:0002294"	"CD4-positive, alpha-beta T cell differentiation involved in immune response"	-1.748146169984	3.23248786635299	0.00591077390728852	0.812341809986702	0.9963327	null	null	null	null	null	42110	True
"GO:0002293"	"alpha-beta T cell differentiation involved in immune response"	-1.7151144089399	3.24772783290972	0.00612199664211254	0.812062213937852	0.99807427	null	null	null	null	null	42110	True
"GO:0007163"	"establishment or maintenance of cell polarity"	-2.05887945918859	4.32226065414368	0.0727194861317905	0.993082115047256	0.00897336	0.407560281100524	-8.09950750954468	-0.80250303669861	-2.10098233465618	7.36794563031621	null	False
"GO:0000819"	"sister chromatid segregation"	-20.138465589141	4.72274083793804	0.182870411008624	0.784589233022876	0.00967825	-2.23186634791148	-5.7866052139232	-2.55518605471936	-5.10942854791612	2.93384122511242	null	False
"GO:0007051"	"spindle organization"	-10.9244530386075	4.40514137536295	0.0880106270659358	0.796988475181922	0.71329894	null	null	null	null	null	819	True
"GO:0051306"	"mitotic sister chromatid separation"	-9.51999305704285	2.98362628712453	0.0033310864082083	0.818636320401325	0.72436356	null	null	null	null	null	819	True
"GO:0051231"	"spindle elongation"	-3.26159763253665	3.06781451116184	0.00404439597171236	0.821870350173758	0.73292344	null	null	null	null	null	819	True
"GO:0140014"	"mitotic nuclear division"	-20.0021769192543	4.60404235737014	0.1391369168967	0.788396368298964	0.73866001	null	null	null	null	null	819	True
"GO:0070601"	"centromeric sister chromatid cohesion"	-1.95036676544977	3.28262211287806	0.00663447147414459	0.82237028430857	0.75570289	null	null	null	null	null	819	True
"GO:0007098"	"centrosome cycle"	-2.48075942249572	4.01464652468403	0.0358109102221312	0.807759658479005	0.75679261	null	null	null	null	null	819	True
"GO:0031023"	"microtubule organizing center organization"	-2.2311954634276	4.07477988233193	0.0411295679383556	0.869902000706246	0.76385834	null	null	null	null	null	819	True
"GO:0000910"	"cytokinesis"	-6.26440110030182	4.842690350258	0.241043229779829	0.867890039332942	0.77157467	null	null	null	null	null	819	True
"GO:0051304"	"chromosome separation"	-9.96257350205938	4.11457762700017	0.045077009212116	0.877531955002259	0.77260055	null	null	null	null	null	819	True
"GO:0007052"	"mitotic spindle organization"	-9.41116827440579	4.01649013162083	0.0359632676046272	0.796578032088669	0.78511786	null	null	null	null	null	819	True
"GO:0031109"	"microtubule polymerization or depolymerization"	-3.38461710962442	4.25222175359869	0.0618882613034375	0.866603972383708	0.78549833	null	null	null	null	null	819	True
"GO:0000212"	"meiotic spindle organization"	-1.83450010014362	3.20601587676334	0.00556104446110449	0.804016822755404	0.79303336	null	null	null	null	null	819	True
"GO:0000281"	"mitotic cytokinesis"	-6.51570016065321	4.09043441617512	0.0426392910921798	0.871639008523154	0.79444217	null	null	null	null	null	819	True
"GO:1902850"	"microtubule cytoskeleton organization involved in mitosis"	-11.3545777306509	4.15143114366114	0.0490694651670684	0.797079926435625	0.80230206	null	null	null	null	null	819	True
"GO:0051310"	"metaphase plate congression"	-3.68840081769199	3.77524625974024	0.0206340373248578	0.843369963177237	0.81367858	null	null	null	null	null	819	True
"GO:0007076"	"mitotic chromosome condensation"	-3.13923928623895	3.95114316010755	0.0309389366500427	0.795070212424216	0.83659122	null	null	null	null	null	819	True
"GO:0008608"	"attachment of spindle microtubules to kinetochore"	-10.8416375079047	3.98855895687862	0.033722921548379	0.876862845155931	0.84163235	null	null	null	null	null	819	True
"GO:0098813"	"nuclear chromosome segregation"	-17.0996328713435	4.841065252075	0.240142936155989	0.863918896160388	0.87737284	null	null	null	null	null	819	True
"GO:0051225"	"spindle assembly"	-4.84771165561694	4.14460533871474	0.0483042155868043	0.796672598637446	0.90316727	null	null	null	null	null	819	True
"GO:0040001"	"establishment of mitotic spindle localization"	-2.44805036291965	3.60357736815147	0.0138956858171932	0.776263619317316	0.90602567	null	null	null	null	null	819	True
"GO:0090307"	"mitotic spindle assembly"	-4.55129368009492	3.61521333480136	0.0142731166056493	0.796585682311335	0.90747225	null	null	null	null	null	819	True
"GO:0000070"	"mitotic sister chromatid segregation"	-20.138465589141	4.54492338205847	0.121428833849323	0.777501225685128	0.9244622	null	null	null	null	null	819	True
"GO:0007062"	"sister chromatid cohesion"	-3.28704824893981	4.50151113172403	0.109877374121898	0.79084035770508	0.9303683	null	null	null	null	null	819	True
"GO:0000280"	"nuclear division"	-17.2055119533408	4.82148077494634	0.229554098072516	0.86037246482809	0.93145302	null	null	null	null	null	819	True
"GO:0051315"	"attachment of mitotic spindle microtubules to kinetochore"	-2.71494095271268	3.53147891704225	0.011769607797817	0.773325997433306	0.93698789	null	null	null	null	null	819	True
"GO:0007080"	"mitotic metaphase plate congression"	-2.44127859277545	3.72607487021537	0.0184248552786656	0.767729319672096	0.96156972	null	null	null	null	null	819	True
"GO:0000132"	"establishment of mitotic spindle orientation"	-2.05049245696849	3.49609899213257	0.010848538167273	0.779221533326496	0.97193595	null	null	null	null	null	819	True
"GO:0051294"	"establishment of spindle orientation"	-1.7151144089399	3.52426626876698	0.011575698401913	0.785564601875297	0.97544978	null	null	null	null	null	819	True
"GO:0051303"	"establishment of chromosome localization"	-3.28704824893981	3.89226160691554	0.0270157340507704	0.93927732491026	0.97653823	null	null	null	null	null	819	True
"GO:0051293"	"establishment of spindle localization"	-1.91654246026991	3.65896484266443	0.0157863024272574	0.78195938546439	0.98782999	null	null	null	null	null	819	True
"GO:0009123"	"nucleoside monophosphate metabolic process"	-3.7663973170194	5.59541574864146	1.3640348694801	0.906727523839344	0.01167699	-6.68625425563091	-0.299111618236814	0.0943590800103887	-2.6687782403818	-5.57906206245485	null	False
"GO:0009161"	"ribonucleoside monophosphate metabolic process"	-3.08388677723067	5.49712185691225	1.08775553233029	0.903726827362253	0.70324061	null	null	null	null	null	9123	True
"GO:1901293"	"nucleoside phosphate biosynthetic process"	-1.95316650653743	5.92372417194134	2.90492203336024	0.89278977982324	0.79142437	null	null	null	null	null	9123	True
"GO:0009165"	"nucleotide biosynthetic process"	-1.75555528129486	5.92173276308735	2.89163231440525	0.89013318067626	0.87539023	null	null	null	null	null	9123	True
"GO:0009167"	"purine ribonucleoside monophosphate metabolic process"	-2.99681184903534	5.31522700315878	0.715542984224743	0.906284349893251	0.89550143	null	null	null	null	null	9123	True
"GO:0009126"	"purine nucleoside monophosphate metabolic process"	-2.98154417288122	5.31570801111979	0.71633593514728	0.907361834374271	0.89560627	null	null	null	null	null	9123	True
"GO:0009260"	"ribonucleotide biosynthetic process"	-1.36838815704919	5.7633194063685	2.00784176522371	0.892754129146418	0.92222621	null	null	null	null	null	9123	True
"GO:0009156"	"ribonucleoside monophosphate biosynthetic process"	-1.64623134661436	5.476633123033	1.0376299534891	0.895934032418751	0.94064404	null	null	null	null	null	9123	True
"GO:0009124"	"nucleoside monophosphate biosynthetic process"	-2.08292705724628	5.53004465686718	1.17342193330646	0.895185600305328	0.94490295	null	null	null	null	null	9123	True
"GO:0009168"	"purine ribonucleoside monophosphate biosynthetic process"	-1.56747340222751	5.28451645624265	0.666691667128067	0.899391211662865	0.98555994	null	null	null	null	null	9123	True
"GO:0009127"	"purine nucleoside monophosphate biosynthetic process"	-1.56747340222751	5.28502818264394	0.667477692715035	0.899436703786605	0.98567666	null	null	null	null	null	9123	True
"GO:0006457"	"protein folding"	-2.06545766703103	5.47682148809577	1.03808010030102	0.991550764766791	0.01281993	3.12629060042653	-7.52797385545814	1.40555285986783	2.13381860564152	7.38450801828328	null	False
"GO:0006734"	"NADH metabolic process"	-2.05380313002443	4.2142873829104	0.056711572966357	0.992734995882679	0.03361351	2.64668303950163	-7.56379796352539	0.760926389557306	0.561041910456376	7.72171993696604	null	False
"GO:0046034"	"ATP metabolic process"	-2.9786237877239	5.59424997229666	1.3603782923002	0.990497035569784	0.04604446	0.983545354273326	-7.98077468391999	0.738635790383035	-1.02396925834545	7.70331228678006	null	False
"GO:0019646"	"aerobic electron transport chain"	-3.21680844702655	4.69590175824009	0.171911067472263	0.968841198326556	0.06502936	-5.85532546215847	4.3270976627211	0.183012537515272	3.26641915104416	-5.69547453631481	null	False
"GO:0006123"	"mitochondrial electron transport, cytochrome c to oxygen"	-3.21680844702655	4.02763496577754	0.0368981879063073	0.971816863214735	0.77246265	null	null	null	null	null	19646	True
"GO:0006119"	"oxidative phosphorylation"	-2.76603960809506	5.05735415172868	0.395149259506763	0.967424664510317	0.77415049	null	null	null	null	null	19646	True
"GO:0072593"	"reactive oxygen species metabolic process"	-1.62306575464476	4.88587550912419	0.266244525911784	0.980864883261191	0.06781188	2.42446543654291	7.42433211852973	-2.01987062981431	-1.47052520272284	7.19917489951568	null	False
"GO:0031145"	"anaphase-promoting complex-dependent catabolic process"	-3.01037534280695	3.93921963585482	0.0301009710463147	0.965270620109332	0.07332517	-6.24071805381002	2.65887375465862	1.52887474510452	1.13639281752276	-6.10507733307203	null	False
"GO:2001057"	"reactive nitrogen species metabolic process"	-1.79679419154299	4.47601964607132	0.103613408100641	0.985500225785778	0.08144177	-5.31762181933618	5.38962376332815	-2.87966950284584	6.02158277076487	-1.40339215670335	null	False
"GO:0006809"	"nitric oxide biosynthetic process"	-1.6006106874387	3.55351894014897	0.0123824999955851	0.959653559269444	0.14852514	-6.46315066909376	-3.23712522965447	-0.33808884954439	-5.98267401449578	-3.5370424600923	null	False
"GO:0046209"	"nitric oxide metabolic process"	-1.49249467255331	3.56525734342021	0.0127218414384171	0.984968615237099	0.7642262	null	null	null	null	null	6809	True
"GO:0051642"	"centrosome localization"	-1.39740248944761	3.18127177155946	0.00525286702832847	0.976198016153968	0.15087112	-0.589210213987899	2.30166169471154	-4.64142394013185	3.77310917116223	-2.04472554393232	null	False
"GO:0061842"	"microtubule organizing center localization"	-1.9839958626432	3.19368102954128	0.00540522441082448	0.976162868674843	0.15111204	-3.21430811818088	2.64219832030642	-4.21419909991186	3.73981762563625	-2.82414528432001	null	False
"GO:1901184"	"regulation of ERBB signaling pathway"	-2.97728961458166	3.57966929355472	0.0131512122436332	0.838667037518184	0.16390244	6.67972183391351	0.209446023507042	5.01822574796449	1.3619279875253	3.94601752080638	null	False
"GO:0097553"	"calcium ion transmembrane import into cytosol"	-1.60748411670789	3.84173477897474	0.0240482277598821	0.969097252361959	0.16485572	-0.487644248028412	1.40169826457286	-4.13196119087132	2.42970002770745	-3.73053804031482	null	False
"GO:0070663"	"regulation of leukocyte proliferation"	-1.92822639581925	4.02608362080099	0.0367666065305153	0.844230103354013	0.17582766	5.01382112004639	0.0433122385751465	6.2758781673965	1.33068949059176	0.925965822753229	null	False
"GO:0086103"	"G protein-coupled receptor signaling pathway involved in heart process"	-2.33656387712217	2.55509444857832	0.00123963506667211	0.784636484043211	0.1763312	2.18229771458847	4.31631947630366	1.0895818669827	4.53989672973324	2.43150535422112	null	False
"GO:0086023"	"adenylate cyclase-activating adrenergic receptor signaling pathway involved in heart process"	-2.0608737370054	1.86923171973098	0.000252774748232022	0.799603395601471	0.70783612	null	null	null	null	null	86103	True
"GO:0060047"	"heart contraction"	-1.52875430311832	3.68106024363181	0.0166104173598495	0.908373701293032	0.85595353	null	null	null	null	null	86103	True
"GO:0060048"	"cardiac muscle contraction"	-1.38459251376731	3.47798897625089	0.0104053166909209	0.910615297277086	0.95783848	null	null	null	null	null	86103	True
"GO:0051983"	"regulation of chromosome segregation"	-10.5128616245228	4.29765110324318	0.0687131795057021	0.853440606067921	0.18396956	4.58376866877712	-0.36356328707464	6.26864057214609	0.413260508435332	1.584153155381	null	False
"GO:0032886"	"regulation of microtubule-based process"	-3.38398791070591	4.39283759266566	0.0855521329392956	0.851453506765258	0.18700469	4.91595173567368	-0.697354663841669	5.78695786694236	-1.50195851271854	3.00244329427801	null	False
"GO:0051302"	"regulation of cell division"	-3.46131443970928	4.48253058413174	0.105178533939009	0.849531186105407	0.18995772	5.18764653936516	-1.09456227263429	5.15181698433617	-1.66194756401568	3.51643942176168	null	False
"GO:0010639"	"negative regulation of organelle organization"	-8.26600071346161	4.68095161116819	0.166093785595143	0.677763228079908	0.19683379	4.95299268209548	-2.37075120954625	5.13967126370507	-2.46585338772932	2.37274681686119	null	False
"GO:0032271"	"regulation of protein polymerization"	-1.46734180050228	4.62827650987058	0.147121828806605	0.756865893880205	0.72252447	null	null	null	null	null	10639	True
"GO:1902903"	"regulation of supramolecular fiber organization"	-1.37829013406869	4.76204804170995	0.200194137931978	0.755648866512693	0.74016808	null	null	null	null	null	10639	True
"GO:0070507"	"regulation of microtubule cytoskeleton organization"	-3.89156690817991	4.23182625864728	0.0590488737205572	0.759230712734812	0.76315992	null	null	null	null	null	10639	True
"GO:0051783"	"regulation of nuclear division"	-7.96657624451305	4.26594928995062	0.0638758326114537	0.763004428008694	0.76751905	null	null	null	null	null	10639	True
"GO:0033044"	"regulation of chromosome organization"	-7.99567862621736	4.48729395800644	0.106338527646649	0.755638802090764	0.79705056	null	null	null	null	null	10639	True
